编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,起始价（万元）,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积（平方米）,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
,公路用地,盐城市,盐城市本级,黄浦江路（中心河至五台山路）道路工程项目,盐城经济技术开发区新城街道正丰村,,划拨,,0,,,,2017年10月9日,3.45,0.000.00,,江苏沿海东方市政建设股份有限公司,,,,,,,,,,,,,,2018年4月9日,2020年4月9日
,公共设施用地,盐城市,东台市,南沈灶镇兆丰停车场,东台市南沈灶镇兆丰居委会,,划拨,,0,,,,2017年10月6日,0.1496,0.000.00,,东台市南沈灶镇人民政府,,,,,,,,,,,,,,2017年11月10日,2017年12月30日
,公共设施用地,盐城市,盐都区,盐城新奥燃气有限公司,盐城市盐都区大纵湖镇迎阳居委会,50,挂牌出让,,59.4,,,,2017年9月30日,0.297,0.000.10,,盐城新奥燃气有限公司,,,,,,,,,,,,,,2018年12月28日,2020年11月27日
,工业用地,盐城市,建湖县,江苏曼杰克有限公司年产1600吨防火索具项目,恒济镇东袁村二组,50,挂牌出让,,522.06,,,,2017年9月30日,3.164,0.701.20,,江苏曼杰克有限公司,,,,,,,,,,,,,,2018年1月31日,2020年1月30日
,工业用地,盐城市,建湖县,盐城瑞纳德户外用品有限公司新上皮鞋加工生产项目,恒济镇建河村二组,50,挂牌出让,,443.9325,,,,2017年9月30日,2.6905,0.701.20,,盐城瑞纳德户外用品有限公司,,,,,,,,,,,,,,2017年12月31日,2019年12月30日
,经济适用住房用地,盐城市,建湖县,建湖县庆丰镇人民政府实施唐庄康居示范村一、二、三期工程项目,庆丰镇唐庄居委会一组,,划拨,,0,,,,2017年9月29日,3.5243,1.001.30,,建湖县庆丰镇人民政府,,,,,,,,,,,,,,2017年12月31日,2019年12月30日
,公路用地,盐城市,盐城市本级,科技路（新河道-科城外环南路）,盐城市城南新区新都街道办事处益丰居委会五组、伍冈居委会四、六组,,划拨,,0,,,,2017年9月29日,8.6456,0.000.00,,盐城市城南新区建设二局,,,,,,,,,,,,,,2018年3月29日,2021年3月29日
,公路用地,盐城市,盐城市本级,新跃路（盐都段）,盐城市城南新区新都街道办事处伍冈居委会五、六、七组,,划拨,,0,,,,2017年9月29日,5.279,0.000.00,,盐城市城南新区建设二局,,,,,,,,,,,,,,2018年3月29日,2021年3月29日
,公路用地,盐城市,盐城市本级,盐渎路串场河桥接线,盐城市城南新区新河街道办事处新墩社区八组,,划拨,,0,,,,2017年9月29日,4.5674,0.000.00,,盐城市城南新区建设二局,,,,,,,,,,,,,,2018年3月29日,2021年3月29日
,公共设施用地,盐城市,盐城市本级,西环路东供水泵站,盐城市城南新区伍佑街道办事处三星村四组,,划拨,,0,,,,2017年9月29日,0.8812,,,盐城市城南新区建设二局,,,,,,,,,,,,,,2018年3月29日,2021年3月29日
